Course	Room	Teacher	Time	Students
011313	TAYE	0672202	22	0899040 0981248 1021988 1048434 1048639 1050480 1050843 1056297 1058367 1080204 1086904 1096573 1115327 1163424 3065947 3067056 3068911 3073216 3078934 3088433 3091221 3100388 3170878 3179110 3204153 3205491 
001890	PK10	3312777	35	0899385 0999166 1001981 1033981 1037801 1049110 1058731 1074572 
003017	EHSEM	0492580	28	0899385 0999166 1058203 1060971 1114293 3065488 3065806 3071798 3084117 3085394 3092333 3093208 3098276 3204243 
001164	TAYF	0601586	25	0900586 1009914 1033981 1049683 1069839 1071343 1092958 1098264 1153036 1156282 1160418 1163179 3057362 3061134 3067214 3067352 3069758 3075104 3078071 3079915 3082033 3088390 3089115 3089580 3090325 3096911 3097192 3099745 3166656 3188879 
007106	GOB	3337003	21	0904197 1060284 1071070 1073428 1134634 1136139 3065806 3065990 3067387 3071694 3077926 3100385 
008812	PK10	0576472	28	0908849 1018066 1069276 3061194 3068167 3070830 3077926 3077943 
011317	BYC100	3194197	20	0908849 0997849 1039740 1068696 1070930 1153554 1161763 3068167 3070830 3077943 
004356	CARP13	0847593	20	0909462 1013149 1050201 3080774 3120137 3125322 3126772 3154498 3155695 3193776 
005738	BYC239	0031543	35	0909462 1017991 1088535 1156628 3067387 3078934 3084716 3190134 3217372 
005742	BYC100	0031543	25	0909462 0996066 1048625 1056807 1057027 1057660 1069276 1088535 3070830 
001839	CARP25	0898918	17	0910971 1003065 1009914 1014289 1017955 1021988 1022159 1030842 1047712 1057174 1057564 1058731 1060971 1076016 1076479 1091481 1143121 1150429 1154430 1155748 1161679 1162725 1163245 3065779 3081400 
001840	PK180	0168763	48	0910971 0994228 1012942 1013439 1026827 1032467 1056807 1057174 1058429 1059799 1059882 1065966 1068431 1076479 1081207 1085421 1091600 1092805 1119061 1129252 1143121 1155748 1162792 1163270 1164327 3061460 3073017 3073483 3079887 3082852 3085643 3086240 3087231 3088047 3088969 3096911 3098242 3099191 3099257 3145520 3152571 
006509	TH111	3194739	28	0910971 1048446 1052099 1080636 1085421 1161531 3083207 3083995 3092151 3093319 3103193 
004083	TAYB	0031578	35	0912194 1011428 1016345 1032253 1057605 1057693 1060148 1069345 1074361 1074374 1136061 
004709	TAYB	3310303	28	0912194 0912822 1050032 1056467 1071343 1071866 1080595 1163245 3069486 3084494 3089769 
011321	EHIII	0028980	21	0912822 0994316 1005493 1036983 1048625 1049237 1049385 1071241 1072571 1097508 3073483 3077931 
006043	GIL101	0554585	17	0940517 0950914 0998866 1018066 1028449 1028647 1047770 1050645 1057605 1058218 1060948 1069904 1073075 1088892 1096638 1135712 1138792 1143387 1151485 3062828 3065016 3066088 3078822 3089763 
006045	PK336	0031526	35	0940517 1016705 3085596 
006060	PK278	0031384	25	0940517 0998866 1005619 1012942 1016705 1018066 1042351 1050645 1057202 1057605 1059756 1069411 1069583 
008764	PK338	0428728	48	0940990 1034403 1049237 1056457 1060148 1069345 1074361 1074374 1093772 1095145 1098264 3061134 3068181 3072097 3079769 3079872 3081720 3082688 3088147 3089555 3090752 3092091 3092411 3093208 3094422 3094527 3095908 3097709 3099184 3100468 3105866 3108691 3110627 3118090 3122181 3125873 3126731 3126930 3152667 3153473 3155033 3163183 3181938 3188879 3191210 3193996 3197905 3204248 3205138 3205324 3210000 3210876 3211081 3211478 3215784 3216244 3216840 3217413 3217434 3217439 3217604 3227175 
006033	EHI	0207327	28	0950914 0980022 0992777 0997504 0998860 1009866 1028647 1047770 1050645 1059673 1059756 1068431 1069583 1074339 1075264 1086556 1088892 1092958 1096638 1096920 1153554 1164327 3062828 3064630 3065016 3089384 3092179 3203791 
007381	BYC127	0031611	20	0979769 1010605 1049279 1058154 1071068 1071507 1071785 1075329 1081394 1082986 1092959 1093772 1096920 1143142 1155700 1161804 3065488 3067156 3067352 3070045 3073017 3080943 3081234 3081698 3090325 3096808 3097075 3097192 3098553 
003029	PK227	0492580	21	0980022 0992777 1014173 1074339 3066088 3097153 3100402 
010948	CARP21	1062534	41	0980022 0985218 0993172 0994035 0998860 1017930 1030842 1049683 1050602 1057564 1058203 1065966 1071102 1071690 1072415 1073214 1081207 1083355 1085971 1112411 1122236 1136061 1162493 1162725 3057399 3062413 3064630 3065332 3065560 3070184 3073483 3074820 3079816 3091305 3097075 
001193	EHSEM	0135660	17	0980359 1047500 1058203 1072725 1085421 1133031 1153036 1162493 3075252 3077943 3083717 3098947 3100011 3188793 
011204	PK243	0601586	20	0980359 1009914 1011634 1048703 1049385 1058203 1069345 1071070 1071241 1079538 1080542 1092958 1098264 1130377 1135712 1153036 1163179 3062828 3067585 3069758 3079169 3087472 3100468 3166656 3180821 3190134 
001152	TH224	0406445	22	0980685 0983635 1009914 1059663 1073076 1109276 1150630 1156282 3063558 3066711 3075104 3079120 3080118 3081179 3082033 3084353 3085002 3085021 3089542 3094527 3094738 3096808 3097521 3100196 3104777 3107224 3108814 3121782 3123316 3125450 3125808 3135241 3152667 3153473 3160008 3160933 3188793 3191191 3192437 3194474 3204248 3204495 3204644 3204830 3205138 3212165 3213217 3216013 3216649 3217604 3217778 
001249	PEMSTD	0135660	21	0980685 1003526 1011239 1017930 1017991 1047500 1049683 1069839 1072415 1162901 3074820 
004012	EHI	3244352	17	0980685 0985223 1060284 1150110 1156319 1162423 3068633 3069893 3071791 3082314 3085002 3086240 3098380 3103166 3109335 3121199 3121782 3122857 3152572 3152788 3155346 3171506 3185620 3192437 3211384 3211393 3213402 3217313 
006862	TH111	0824244	21	0981025 0997481 1005619 1016705 1092551 1153307 3063573 3066445 
010844	PK10	0409737	44	0981025 1049957 1071258 1088892 1155813 3068633 3070495 
011530	CARP15	3310251	21	0981042 1059105 1068953 3088047 
003512	TAYD	0995587	35	0981248 0997873 1021988 1029713 1059663 1073076 1115327 1119061 1161753 3306653 
004830	CARP17	0348369	41	0981248 0993816 1011279 1034403 1039761 1048692 1060805 1073316 1096573 1163424 3067056 3081179 3093184 3100388 3171506 3180821 3212165 
003478	EHSEM	0431946	31	0981412 1115327 1119061 1161753 3066088 3069455 3071792 3081410 3092577 3100011 3121199 3194888 3211128 3306653 
006564	CARP13	0777265	21	0981412 0985223 0997873 0998527 1000374 1013439 1059673 1059719 1068721 1088018 3063437 3103193 3215241 
006588	EHIII	0031399	35	0981412 0985223 1013439 1023105 1059673 1059719 1068721 
011629	TH111	0031399	20	0981412 1000374 1014173 1023105 1047500 1059604 1059719 3063437 3071694 3090714 
007017	GIL210	0031568	20	0984608 1001981 1052099 1095813 1163131 3067056 3067387 3073034 3073790 3077926 3081074 3091169 3091890 3092244 3093184 3097933 3108886 3109227 3152623 3180697 3217434 
007040	EHI	3195964	44	0984608 1011279 1013117 1019072 1068660 1079538 1092760 1093453 1093758 1104799 1134634 1141766 1141987 1161679 1163131 3065990 3067313 3067793 3073790 3077926 3087144 3087328 3087431 3094479 3094575 3100080 3100415 3213909 
001891	PK128	0031557	21	0985218 1010254 1021988 1028864 
006504	BYC127	0031399	41	0985223 1094452 1097508 1125596 1129252 3071694 3073216 3078258 3079915 3081951 3083207 3085643 3093246 3093319 3094700 3125450 3126883 3151640 3153306 3153576 3178019 3191823 3193672 3194888 3205208 3211128 3214899 3215241 3217372 
011311	TAYSEM	3198619	28	0986212 1012362 1019072 1020019 1025351 1049392 1069679 1069838 1079349 1136139 1141766 3071694 3079774 3088350 3098284 
001433	CARP15	0031632	20	0990773 1086904 3066973 3078437 3080405 3081763 3082941 3085002 3093298 3100196 
002464	PK328	1051497	21	0990773 1012096 1012249 1058367 1058429 1073523 1075327 1079132 
002864	RCCON	0004955	28	0990773 1009834 1163125 3064715 3188887 3194683 
005263	PK278	0029475	20	0993172 1021632 1022791 1033040 1046598 1049426 1050480 1065966 1069205 1071806 1162792 3069040 3190633 
004889	EHSEM	0031373	21	0993773 1010693 1013149 1021632 1034403 1048639 1048692 1056807 1076439 
007043	TAYE	3315634	48	0993816 1020019 1049160 1056570 1058367 1060805 1069679 1069838 1076049 3064630 3065016 3065312 3068612 3068911 3078066 3078232 3078408 3084853 3089115 3090316 3090776 3091890 3093411 3095306 3097321 3098284 
001844	CAN314	3312777	31	0994035 1028864 1057027 1075264 1081058 3084117 
001893	GOA	0898918	21	0994035 1022209 1057027 1059882 
002414	CARP15	0697660	25	0994228 1012249 1075852 1079132 3066736 3151195 3175457 3189715 3205491 
003437	PEMSTD	0897706	31	0994228 0996647 1010596 1012900 1048639 1059105 1059663 3088071 3097933 3098242 3217408 
007910	PK278	0031539	35	0994327 1138792 
007923	RCCON	0031539	31	0994327 1033040 1033296 1038861 1138792 3078331 3098380 
007926	PK337	0431946	21	0994327 1032467 1033040 1038861 1039740 
007374	GIL210	3220272	17	0994458 1082986 1092959 1139204 1161804 3057399 3065560 3069352 3073359 3078150 3078437 3079816 3080512 3081234 3087117 3091870 3093411 3097075 3098553 3099375 3142378 3217415 
007380	EHII	3332660	15	0994458 1017955 1041721 1057212 1071507 1071785 1091481 1139204 1141766 1156319 1161824 3069352 3078437 3084716 3095417 3097192 3099375 3211384 
011299	CARP13	0058557	35	0994458 1079538 1150110 1151485 1156612 3064906 
006026	GIL210	0213446	15	0996066 1009761 1060284 1070385 1134634 1143121 1161791 3061194 3066973 3080405 3092577 3092604 3097588 3101150 3103203 3103910 3152434 3193672 3205329 3216649 3217785 3218135 
001896	PK337	0205229	35	0996647 1012572 1014289 1041721 1047712 1075329 1076016 
003008	TAYE	3195619	17	0997481 1001389 1012362 1012942 1026827 1050032 1059804 1060805 1071241 1090521 3063558 3065568 3077931 3079866 3085394 3088071 3090312 3092179 3096808 3100415 3118090 3151195 3154498 3155033 3204243 
003033	RCSEM	0492580	35	0997481 1001389 1069716 3069486 
011310	TH251	0207327	35	0997504 1002151 1028449 1029963 1042351 1047770 1059756 1060948 1069583 1069904 1074339 1075264 1150429 3064630 3066088 
009335	BYC100	0031522	31	0997849 1052099 1060170 1071507 1074737 1136139 1141766 3062862 3093050 3096229 
007378	EHI	0851717	43	0998860 1025191 1045527 1070105 1073214 1081394 3078150 3079120 3087231 3087757 3088052 3089769 3091870 3091892 3092604 3093411 3097082 3098380 3099375 3104870 3120610 3126731 3145520 3188887 3205491 3211006 3217415 
006035	PK278	3334524	41	0998866 1028647 1051994 1057202 1072193 1092958 1096638 1109742 3078071 3078822 3079774 3088141 3095021 
011190	BYC239	3208554	31	0999166 1003065 1005493 1037801 1071343 1076479 1091481 1143387 
004869	PK10	0053518	25	1000374 1010723 1011279 1072820 3063437 3212165 3306653 
011309	PK259	0180723	31	1000374 1163424 3080118 3093184 3120788 
006034	GOB	0031454	15	1001389 1029963 1080636 1086556 1153554 1155813 1160136 1162725 3072895 3074091 3079774 3079871 3081951 3085421 3087527 3088264 3088433 3089384 3089555 3090752 3091221 3092333 3092408 3092532 3092830 3094744 3094802 3095908 3096963 3097709 3108691 3125856 3204893 
010959	TH111	0024402	17	1002597 1068859 1079912 1095145 3063573 3064906 3065929 3085407 3096355 3135241 3248179 
001180	TH111	0031388	31	1003163 1070296 1095813 1133031 1158585 1162390 3075252 3085021 3087472 3089763 3094738 
010934	CAN314	3098022	20	1003163 1090632 1133031 1162390 3096355 
011539	BYC239	3315568	28	1003163 1090632 1162390 3081763 3085002 3089763 3093298 3096355 3100196 
005850	TH251	3212821	31	1003172 1041472 1070105 1073076 3066445 3078958 3079829 3082941 3089580 3092781 3096911 3105382 3216649 3219428 3248179 
001161	PK278	0031388	28	1003526 1031093 1058731 1070296 1072415 1073523 1093772 1122236 1153036 1153904 3075252 3079169 3150843 
005290	PEMSTD	3334598	25	1003526 1041472 1050014 1094776 1119061 3070922 3077505 3082314 3091340 3101907 
001547	TAYB	0129398	20	1009834 1017955 1050843 1058076 1080595 1096573 1163245 3069486 3071792 3099184 3216840 
006849	PK278	0031347	31	1010254 1069299 3091221 3094263 3095021 3099423 3136630 3145694 3155695 3169335 3190685 3193996 3217543 
009299	GOA	3092667	28	1010254 1056692 1096573 3078437 3099191 
001467	PK259	0031582	25	1010262 1079349 1156628 1158585 3095599 
001763	PEMSTD	0027799	44	1010596 1036983 1057618 1150110 1157995 3062439 3081720 3088346 3089884 3125873 3126883 
011529	GIL210	3310251	28	1010605 1027000 1030725 1049279 1068656 1072178 1075221 1076785 1081394 1093453 3062413 3064869 3066992 3081179 3084658 3097009 3104870 3155201 3205208 
002399	PK227	3208421	25	1010674 1058076 1093758 3063558 3065722 3094744 
006523	BYC239	3319106	25	1010693 1048446 
011397	PK259	3310251	35	1010693 1048692 1059105 1076884 3061759 
002397	PK278	0493725	21	1010723 1050664 1090070 1090632 1133589 3063558 3069318 3081988 3089769 3095460 3097321 3188402 3211643 
011333	PK128	0031573	31	1010723 1049392 3098034 
004809	PK278	3194193	17	1011239 3062413 3065722 3068911 3073216 3078958 3088433 3088969 3119630 3190134 3194428 3205208 3217372 
011329	GIL210	1165592	35	1011239 1012792 1017457 1048703 1070105 1083355 1086904 1092760 1150448 1154382 1157995 1163282 3082246 3086455 3088052 3089884 3103910 3153306 3165225 3179026 3191823 3194873 
004066	BYC239	3335907	43	1011428 1016345 1034403 1069839 1074374 1091481 3059978 3070830 3100080 
009259	BYC100	0031416	28	1011634 1017801 1036579 1050014 1095145 1103971 3082370 3082941 3089580 3092781 
011533	BYC100	3213249	35	1012096 1012900 1059404 1069838 3068998 3095254 3100011 3110756 3126772 3209843 
003275	PK354	0695890	41	1012362 1049392 1069205 1092959 1103971 1115206 1134731 1161782 3067133 3068633 3080142 3081988 3084782 3095254 3098240 3216244 
008784	PK10	0031572	31	1012362 1104799 1133589 1156086 3068167 3090714 3091842 3107224 
011660	CAN314	0855533	17	1014173 1080204 1091600 1143180 3079872 3213727 
007396	BYC100	0162977	43	1014289 1076785 1082986 1094452 1094776 1155700 3070045 3078602 3079816 3210877 
002992	TH224	3195619	41	1015916 1033562 1058218 1059882 1068660 1073075 1084609 1156319 1163719 3070922 3072097 3078987 3079829 3085302 3087533 3091889 3094744 3095337 3097592 3098947 3098983 3099257 3104870 3105292 3109335 3110627 3122181 3149019 3150843 3173283 3185376 3189715 3191198 3191285 3194322 3196059 3204279 3204306 3204495 3211335 3214704 3215666 3216898 3217371 3217413 3217444 3217543 3217778 3217785 3218679 3227175 
007032	EHLEC	3319106	21	1016345 1072725 3094575 3095290 3097080 3213909 3217540 
011391	PK336	3310794	21	1016737 1019072 1060170 1141987 
002856	PK338	3310251	25	1017457 1068953 1073211 1080636 1104799 1120982 1154430 1154715 1156319 1158383 1160136 3062898 3063119 3067133 3068181 3068251 3068878 3071791 3071792 3072284 3076209 3078987 3079866 3079887 3080546 3080774 3081400 3081431 3082488 3085021 3085391 3085407 3087117 3087330 3087414 3087472 3087527 3087948 3088010 3088047 3088147 3089542 3091169 3091218 3091587 3091842 3091870 3092012 3092091 3092151 3092411 3092577 3092830 3093257 3093319 3093349 3094263 3094422 3094527 3095391 3095417 3096229 3096808 3097082 3097709 3098224 3098243 3099191 3099375 3100080 3100385 3100388 3100458 3103166 3103910 3104716 3105219 
002163	TAYSEM	0168378	31	1017882 1051994 1093828 1109276 1112411 1126780 3057362 3061134 3062766 3070495 3084853 3086192 3088141 3088969 3091587 3100402 
002166	BYC127	0428815	21	1017882 1033296 1051994 1093828 1109276 1112411 1126780 3057362 3061134 3062766 3070495 3086192 3091587 
011219	CARP17	1168490	35	1017882 1134649 1163719 3068633 3086709 3097468 
008780	TH111	3194197	35	1018045 1048446 3088350 3090375 3145695 3161390 3212165 3212293 3215081 3217415 
002174	CARP21	0004950	35	1018051 1033296 1060793 
004360	EHIII	0138190	20	1018267 1056297 1163424 3064819 3080512 3081503 3085421 3091218 3093349 3103193 3204644 
008421	TH104	0132890	25	1020019 1029713 1047863 1090521 1136656 1138000 1143180 3062439 3062862 3068998 3078232 3081073 3084353 3085394 3092126 3104014 3105382 3108487 3118027 3153576 3173096 3177388 3178019 3179110 3205138 3205324 3211006 3216670 3217778 3217793 
004734	PK259	1084458	20	1020671 1155110 3153713 3217793 3219428 
005870	TAYSEM	3212821	21	1020671 1032253 1092084 1104323 1156628 3098553 
001847	GOA	0205229	25	1022209 1030842 1041721 1091600 3064906 3073017 
011396	PEMSTD	3310251	20	1023115 1068656 1093453 1150110 3063070 3064869 3066992 3082784 3082959 3085391 3090316 
007377	EHII	0031522	44	1025191 1048062 1057693 1060793 1071343 1092959 1094452 1096920 1115206 1150429 3065488 3070045 3078602 3080943 3081698 3097192 3204153 3211384 
002667	RCCON	0897706	35	1027000 1049942 1052099 1058429 1072415 1073316 3204243 
002562	EHLEC	1168490	43	1027570 1071070 1084609 1159860 3067313 3073790 3101907 3119630 3125322 3125808 3127044 3190778 3190802 3191198 3191876 3192657 3205454 3213412 3216013 3216840 3217604 3217793 3248179 
008766	PK229	0431786	44	1029713 1073523 1076016 1076439 1079132 1081207 1154430 1160136 1161753 3063558 3067133 3072284 3078150 3080546 3091587 3092126 3092577 3093100 3093257 3094744 3095337 3096963 3097468 3098243 3098317 3100011 3106403 3119909 3142378 3169335 3173283 3175356 3177165 3188402 3191285 3193288 3194322 3213840 
001425	TH110	0020093	35	1029760 1051994 3096355 
005195	CARP25	0493855	28	1032101 1073316 1112411 3067793 3084075 3095391 3099745 3105382 3118027 3120610 3121966 3126639 3126772 3152623 3161390 3165880 3170878 3191210 3194428 3196059 3208714 3209669 3213909 3215784 3219428 
007904	PK227	0431946	35	1032467 1092805 1093828 1161808 3063119 3103203 3104014 
009358	GOCOM	0031386	25	1033040 1038861 1039740 1092805 
004275	CARP15	0017611	31	1033562 1080542 1080636 1156277 1164777 3067793 3088571 3093208 3096489 3100468 3125322 3153306 
005141	PK354	1020104	28	1033562 1050480 3077505 3082246 3082488 3084716 3095306 3100468 3152743 3153576 3191823 3197905 3211393 3212787 3213840 3217793 
007391	EHI	0031631	35	1033562 1049022 1058154 1069835 1071690 1115206 1143142 1161804 3057399 3065560 3079816 
004010	PK229	0030564	48	1039740 1039761 1069276 1104799 1158585 3082370 3084075 3084494 3090312 3092179 3093184 3095391 3095417 3105219 3108487 3109227 3121966 3123316 3126433 3126639 3149019 3150160 3151640 3153576 3155060 3165225 3166656 3177063 3177388 3179110 3190778 3208714 3210074 3210877 3211643 3214704 3214899 3215769 3216420 3216914 
011312	RCSEM	0125630	21	1043203 1090521 3089115 3191876 
001232	PK154	0493725	25	1047500 
007403	BYC239	0031611	21	1047712 1057564 1071785 1076016 1096920 1161804 3069352 
009342	RCCON	0031522	25	1048062 1058757 1059799 3081698 3087328 3091781 
007007	TAYE	0028980	20	1048446 1070105 1081058 1094452 1161679 3068612 3082488 3083717 3084075 3084853 3085394 3089115 3096963 3098242 3104014 3105292 3105382 3107224 3118027 3121966 3155060 3155346 3190802 3191210 3193161 3194322 
004874	TH104	0607548	35	1048639 
011206	PK328	0129398	35	1049392 1138000 3087757 
011630	PK259	0031539	28	1049683 1071507 1161808 3094738 3217540 
011308	RCCON	0180723	20	1049957 1092084 3061759 3071791 3089542 3100458 3209936 
011298	CAN314	0058557	28	1050602 1057618 1134634 1163179 3087809 3096248 
005723	GIL210	0984701	48	1050645 1081058 3091169 3097592 3119048 3119630 3120610 3126883 3145694 3145695 3153306 3161390 3204279 3205208 3209949 3211006 3211396 3213402 3217195 3217371 3218135 
011319	PK337	0827051	25	1051315 1134649 3098240 
010949	CARP13	0897399	25	1052076 1079912 1084609 1085466 1161782 3069455 3081503 
004285	TH111	3092832	25	1056457 1080542 1092760 1133031 3086119 3091890 3095306 3216914 
004020	GOCOM	3244352	21	1057605 1071068 3072097 3089763 3091169 3151195 
008774	PK10	0031572	20	1057693 3079866 3093319 3094575 3135241 3189715 3204830 3215666 
003003	TH102	3195619	21	1058203 3065016 3067313 3203791 3213968 3214138 
002659	ROSTUD	0031543	31	1058429 3091889 3152743 
002638	EHI	0765372	21	1059101 
011318	PK154	3092667	20	1059105 1075852 3093100 3306653 
001749	TH104	0254474	21	1059200 1071788 3068998 3078331 3080512 3088147 3094263 3125127 3152571 
001771	PK337	3319168	31	1059200 1163282 3064869 3067585 3091340 3104716 3194474 
010845	EHSEM	3092941	43	1059404 1059663 1083355 1088535 1115327 1134634 1154382 1154715 1158383 3064819 3065722 3081410 3087809 3100385 
004389	ROSTUD	0989327	28	1059604 3211473 3213968 
009286	TAYE	0138190	21	1059604 1073230 3082852 3210027 
007404	TAYC	0205229	21	1059799 1069835 
003027	GOB	0375562	35	1059804 1060146 1087351 1163125 3066992 3067352 3069758 3071798 3073034 3077931 3089384 3092196 3097153 3098276 
006024	PK338	0301909	15	1059804 1079289 1155839 1162423 1162443 3063119 3065332 3068181 3068444 3080546 3082370 3083995 3086455 3092781 3093246 3094263 3098317 3099184 3099423 3099745 3100415 3104489 3105219 3105866 3106403 3110627 3118090 3120137 3121582 3122857 3123316 3125127 3125873 3126731 3149019 3150160 3151640 3152572 3152667 3153713 3155695 3158474 3173283 3177165 3180821 3181938 3185122 3185376 3185620 3188793 3189051 3191210 3191285 3191834 3192657 3193161 3193288 3193776 3193996 3203991 3204279 3204517 3205324 3205454 3208714 3209843 3210000 3211335 3211360 3211727 3213412 3213727 3214138 3215666 3216906 3217313 3218679 
008437	PK227	0031619	20	1060531 1074374 1076743 1136656 3062862 3093050 3098224 3217408 
008792	CARP25	0031572	21	1068696 1079912 3065312 3068167 3070830 3088052 
007364	TH110	0031611	31	1068953 1082986 1162423 1164327 3073017 3079887 3080512 3080943 3082959 3083207 3085302 3085407 3086240 3087117 3090325 3094527 3095391 3097009 3097153 3121966 3126639 3126930 3142378 3152572 3152788 3177063 3177388 3189051 3192437 3193672 3204153 3210074 3211081 3211360 3212787 3213968 3215769 3216420 3217415 
004040	TAYB	0854975	17	1069205 1076743 1097091 3062958 3072097 3080405 3085302 3085596 3097153 3104777 3126602 3217540 
002872	EHLEC	1084458	35	1069299 1092084 1164777 3086240 3171506 3191191 
005853	GIL101	0031416	21	1069299 1155110 3106446 3188887 3191191 
008496	TAYE	0031619	35	1069425 1072725 1163270 
010966	GOA	0775640	20	1069425 1103971 1133642 3086192 3098983 
001157	GOA	1051497	35	1070296 3104870 3163183 3213968 
009240	EHII	0138190	35	1070930 1072820 1079912 
004036	GOCOM	0163316	31	1071068 3063573 3081698 3191834 3216898 
006874	TAYG	0750235	35	1071077 1092551 1153307 3063573 
002368	TH110	1051497	44	1073211 1133589 3066736 3075252 3082314 3082959 3087948 3088147 3088433 3089542 3090058 3090375 3094700 3095460 3095867 3098284 3104777 3105866 3119630 3121782 3122181 3126602 3126772 3151195 3165880 3166656 3185122 3189715 3192657 3205491 3209936 3210027 3211396 3211478 3211643 3212293 3217371 
004276	TAYB	3318666	25	1081058 3105292 3121199 3122857 3152623 3177165 3191198 3211393 
004665	TH251	1137952	28	1076479 1130377 1133642 1134731 1143180 1162792 3061460 3068444 3078232 3079855 3081988 3098240 3216898 3217434 3218135 
004281	GIL101	3092832	35	1079289 1080542 1109686 3088571 
